,name,street,phone,city,website,state,parent
2312,Advance America,8910 N 56th St,(813) 899-2944,Temple Terrace ,http://www.advanceamerica.net,FL,0
2313,Advance America,11861 Palm Beach Blvd Unit 107,(239) 690-2853,Fort Myers ,http://www.advanceamerica.net/store-locations/florida/11861-palm-beach-blvd-unit-107-fort-myers-33905?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2314,Advance America,8300 NW 27th Ave,(305) 836-2092,Miami ,http://www.advanceamerica.net/store-locations/florida/8300-nw-27th-ave-miami-33147?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2315,Advance America,4715 N Congress Ave,(561) 432-9503,Boynton Beach ,http://www.advanceamerica.net/store-locations/florida/4715-n-congress-ave-boynton-beach-33426?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2316,Advance America,4782 N Congress Ave,(561) 432-9503,Boynton Beach ,http://www.advanceamerica.net,FL,0
2317,Advance America,305 Blanding Blvd Ste D,(904) 213-9040,Orange Park ,http://www.advanceamerica.net,FL,0
2318,Advance America,451 Plaza Dr,(352) 589-0553,Eustis ,http://www.advanceamerica.net,FL,0
2319,Advance America,3311 N Federal Hwy,(954) 942-5661,Pompano Beach ,http://www.advanceamerica.net/store-locations/florida/3311-n-federal-hwy-pompano-beach-33064?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2320,Advance America,4347 University Blvd S,(904) 739-3090,Jacksonville ,http://www.advanceamerica.net/store-locations/florida/4347-6-university-blvd-s-jacksonville-32216?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2321,Advance America,2621 E Gulf To Lake Hwy,(352) 344-4281,Inverness ,http://www.advanceamerica.net/store-locations/florida/2621-e-gulf-to-lake-hwy-inverness-34453?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2322,Advance America,12218 SW 26th St,(305) 221-6144,Miami ,http://www.advanceamerica.net,FL,0
2323,Advance America,4424 Curry Ford Rd,(407) 737-0767,Orlando ,http://www.advanceamerica.net,FL,0
2324,Advance America,2324 Fleet Landing Blvd,(904) 777-3373,Atlantic Beach ,http://www.advanceamerica.net,FL,0
2325,Advance America,4961 Tamiami Trl E,(239) 732-5156,Naples ,http://www.advanceamerica.net,FL,0
2326,Advance America,745117 103rd St,(904) 777-5880,Jacksonville ,http://www.advanceamerica.net/store-locations/florida/7451-17-103rd-street-jacksonville-32210?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2327,Advance America,316 S State Road 19,(386) 328-9515,Palatka ,http://www.advanceamerica.net,FL,0
2328,Advance America,42629 Highway 27,(863) 424-7297,Davenport ,http://www.advanceamerica.net/store-locations/florida/42629-highway-27-davenport-33837?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2329,Advance America,318 Shopping Center Dr,(352) 330-0659,Wildwood ,http://www.advanceamerica.net/store-locations/florida/318-shopping-center-dr-wildwood-34785?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2330,Advance America,1315 S Jefferson St,(850) 342-9862,Monticello ,http://www.advanceamerica.net,FL,0
2331,Advance America,2921 S Orlando Dr Ste 220,(407) 322-0399,Sanford ,http://www.advanceamerica.net,FL,0
2332,Advance America,3436 W Hillsboro Blvd,(954) 420-3138,Deerfield Beach ,http://www.advanceamerica.net/store-locations/florida/3436-w-hillsboro-blvd-deerfield-beach-33442?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2333,Advance America,698 Cheney Hwy,(321) 264-9595,Titusville ,http://www.advanceamerica.net/store-locations/florida/698-cheney-highway-titusville-32780?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2334,Advance America,2432 E Semoran Blvd,(407) 880-9006,Apopka ,http://www.advanceamerica.net,FL,0
2335,Advance America,5023 Crawfordville Rd Ste 3,(850) 878-0696,Tallahassee ,http://www.advanceamerica.net/store-locations/florida/5023-crawfordville-rd-ste-3-tallahassee-32305?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2336,Advance America,1626 Missouri Ave N,(727) 586-6047,Largo ,http://www.advanceamerica.net/store-locations/florida/1626-n-missouri-avenue-largo-33770?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2337,Advance America,2170 SE Federal Hwy,(772) 288-2448,Stuart ,http://www.advanceamerica.net/store-locations/florida/2170-se-federal-hwy-stuart-34994?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2338,Advance America,356 S State Road 7,(954) 971-2220,Margate ,http://www.advanceamerica.net/store-locations/florida/356-south-state-road-7-margate-33068?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2339,Advance America,1107 W North Blvd,(352) 315-9000,Leesburg ,http://www.advanceamerica.net/store-locations/florida/1107-west-north-blvd-leesburg-34748?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2340,Advance America,1978 Pat Thomas Pkwy,(850) 627-8541,Quincy ,http://www.advanceamerica.net/store-locations/florida/1978-pat-thomas-pkwy-quincy-32351?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2341,Advance America,2614 Lakeland Hills Blvd Ste 3,(863) 687-4297,Lakeland ,http://www.advanceamerica.net/store-locations/florida/2614-lakeland-hills-blvd-3-lakeland-33805?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2342,Advance America,1108 NW 76th Blvd,(352) 331-2393,Gainesville ,http://www.advanceamerica.net/store-locations/florida/1108-nw-76th-blvd-gainesville-32606?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2343,Advance America,13851 S John Young Pkwy Ste 104,(407) 859-0277,Orlando ,http://www.advanceamerica.net/store-locations/florida/13851-s-john-young-pkwy-unit-104-orlando-32837?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2344,Advance America,6828 Suwannee Plaza Ln,(386) 362-3100,Live Oak ,http://www.advanceamerica.net/store-locations/florida/6828-suwannee-plaza-ln-live-oak-32060?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2345,Advance America,4505 14th St W Ste 217,(941) 727-8879,Bradenton ,http://www.advanceamerica.net/store-locations/florida/4505-14th-st-west-ste-217-bradenton-34207?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2346,Advance America,327 Cypress Gardens Blvd,(863) 292-2016,Winter Haven ,http://www.advanceamerica.net/store-locations/florida/327-cypress-gardens-blvd-winter-haven-33880?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2347,Advance America,7859 Palm River Rd,(813) 612-5782,Tampa ,http://www.advanceamerica.net,FL,0
2348,Advance America,5932 Okeechobee Blvd,(561) 615-3199,West Palm Beach ,http://www.advanceamerica.net/store-locations/florida/5932-okeechobee-blvd-west-palm-beach-33417?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2349,Advance America,1852 S Jefferson St,(850) 584-8943,Perry ,http://www.advanceamerica.net/store-locations/florida/1852-s-jefferson-st-perry-32348?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2350,Advance America,1352 W International Speedway Blvd,(386) 255-4660,Daytona Beach ,http://www.advanceamerica.net/store-locations/florida/1352-w-international-speedway-blvd-daytona-beach-32114?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2351,Advance America,730 W 49th St,(305) 825-5899,Hialeah ,http://www.advanceamerica.net/store-locations/florida/730-w-49th-street-hialeah-33012?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2352,Advance America,4700 Babcock St NE Ste 22,(321) 722-2344,Palm Bay ,http://www.advanceamerica.net/store-locations/florida/4700-babcock-st-ne-ste-22-palm-bay-32905?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2353,Advance America,4920 E Silver Springs Blvd Ste 103,(352) 694-9920,Ocala ,http://www.advanceamerica.net/store-locations/florida/4920-e-silver-springs-blvd-ste-103-ocala-34470?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2354,Advance America,10057 San Jose Blvd,(904) 292-5293,Jacksonville ,http://www.advanceamerica.net/store-locations/florida/10057-san-jose-blvd-jacksonville-32257?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2355,Advance America,1124 Dunn Ave,(904) 757-2228,Jacksonville ,http://www.advanceamerica.net/store-locations/florida/1124-dunn-ave-jacksonville-32218?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2356,Advance America,3263 Davie Blvd,(954) 581-5219,Fort Lauderdale ,http://www.advanceamerica.net/store-locations/florida/3263-davie-blvd-fort-lauderdale-33312?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2357,Advance America,2406 N Main St,(352) 373-9992,Gainesville ,http://www.advanceamerica.net/store-locations/florida/2406-n-main-street-gainesville-32609?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2358,Advance America,3237 Garden St,(321) 383-8688,Titusville ,http://www.advanceamerica.net/store-locations/florida/3237-a-garden-street-titusville-32796?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2359,Advance America,320 NE 8th St # 6,(786) 243-0444,Homestead ,http://www.advanceamerica.net/store-locations/florida/320-ne-8th-st-bay-6-homestead-33030?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2360,Advance America,3330 SE Salerno Rd,(772) 223-1867,Stuart ,http://www.advanceamerica.net/store-locations/florida/3330-se-salerno-rd-stuart-34997?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2361,Advance America,501 N Beneva Rd Ste 300,(941) 953-7804,Sarasota ,http://www.advanceamerica.net/store-locations/florida/501-n-beneva-road-suite-300-sarasota-34232?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2362,Advance America,1607 Main St Unit B,(850) 638-0048,Chipley ,http://www.advanceamerica.net/store-locations/florida/1607-main-st-unit-b-chipley-32428?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2363,Advance America,1028 N Broadway Ave,(863) 519-9244,Bartow ,http://www.advanceamerica.net/store-locations/florida/1028-n-broadway-avenue-bartow-33830?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2364,Advance America,3559 Us Highway 441 S,(863) 763-1159,Okeechobee ,http://www.advanceamerica.net/store-locations/florida/3559-south-us-hwy-441-okeechobee-34974?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2365,Advance America,4374 W Vine St,(407) 396-0623,Kissimmee ,http://www.advanceamerica.net/store-locations/florida/4374-w-vine-st-kissimmee-34746?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2366,Advance America,316 N State Road 19,(386) 328-9515,Palatka ,http://www.advanceamerica.net/store-locations/florida/316-hwy-19-south-palatka-32177?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2367,Advance America,7625 49th St N,(727) 548-1331,Pinellas Park ,http://www.advanceamerica.net/store-locations/florida/7625-49th-street-n-pinellas-park-33781?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2368,Advance America,1995 S Us Highway 1,(772) 460-6330,Fort Pierce ,http://www.advanceamerica.net/store-locations/florida/1995-s-federal-highway-fort-pierce-34950?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2369,Advance America,5985 Stirling Rd,(954) 316-6649,Davie ,http://www.advanceamerica.net/store-locations/florida/5985-stirling-rd-davie-33314?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2370,Advance America,583 10th St E,(941) 723-0735,Palmetto ,http://www.advanceamerica.net/store-locations/florida/583-10th-st-e-palmetto-34221?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2371,Advance America,11738 E Dr Martin Luther King Jr Blvd,(813) 655-3530,Seffner ,http://www.advanceamerica.net,FL,0
2372,Advance America,8102 N Davis Hwy Ste 9,(850) 494-0744,Pensacola ,http://www.advanceamerica.net/store-locations/florida/8102-n-davis-hwy-ste-9-pensacola-32514?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2373,Advance America,10376 E Colonial Dr Ste 109,(407) 658-0353,Orlando ,http://www.advanceamerica.net,FL,0
2374,Advance America,1521 S Combee Rd,(863) 667-2327,Lakeland ,http://www.advanceamerica.net/store-locations/florida/1521-s-combee-rd-lakeland-33801?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2375,Advance America,905 SW Main Blvd Ste 120,(386) 754-4023,Lake City ,http://www.advanceamerica.net/store-locations/florida/905-sw-main-blvd-120-lake-city-32025?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2376,Advance America,4867 Highway 90,(850) 994-1994,Milton ,http://www.advanceamerica.net/store-locations/florida/4867-hwy-90-pace-32571?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,FL,0
2377,Advance America,5410 Stockdale Hwy Unit B,(661) 859-1216,Bakersfield ,http://www.advanceamerica.net/store-locations/california/5410-stockdale-hwy-unit-b-bakersfield-93309?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2378,Advance America,55 N Maclay Ave,(818) 838-3040,San Fernando ,http://www.advanceamerica.net/store-locations/california/55-b-n-maclay-ave-san-fernando-91340?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2379,Advance America,1716 Freedom Blvd Ste 104,(831) 722-0161,Freedom ,http://www.advanceamerica.net/store-locations/california/1716-freedom-blvd-ste-104-freedom-95019?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2380,Advance America,4425 W Ashlan Ave Ste 105,(559) 275-0950,Fresno ,http://www.advanceamerica.net,CA,0
2381,Advance America,2820 Shaffer Rd # C,(209) 358-3071,Atwater ,http://www.advanceamerica.net/store-locations/california/2820-shaffer-road-c-atwater-95301?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2382,Advance America,2299 Springs Rd,(707) 648-3253,Vallejo ,http://www.advanceamerica.net/store-locations/california/2299-springs-road-vallejo-94591?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2383,Advance America,8162 Talbert Ave Ste 102,(714) 841-6805,Huntington Beach ,http://www.advanceamerica.net,CA,0
2384,Advance America,1709 Airline Hwy Ste F,(831) 635-0132,Hollister ,http://www.advanceamerica.net/store-locations/california/1709-airline-hwy-unit-f-hollister-95023?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2385,Advance America,2401 California Blvd,(707) 254-8946,Napa ,http://www.advanceamerica.net/store-locations/california/2401-california-blvd-napa-94558?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2386,Advance America,538 Spring St,(805) 227-6394,Paso Robles ,http://www.advanceamerica.net/store-locations/california/538-spring-street-paso-robles-93446?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2387,Advance America,3630 Rosecrans St,(619) 225-5716,San Diego ,http://www.advanceamerica.net,CA,0
2388,Advance America,5000 Valley West Blvd Ste 20,(707) 826-0484,Arcata ,http://www.advanceamerica.net/store-locations/california/5000-valley-west-blvd-20-arcata-95521?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2389,Advance America,1828 W Olive Ave,(209) 384-7621,Merced ,http://www.advanceamerica.net/store-locations/california/1828-west-olive-ave-merced-95348?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2390,Advance America,1490 S 43rd St Ste A,(619) 527-0150,San Diego ,http://www.advanceamerica.net,CA,0
2391,Advance America,790 Broadway,(619) 409-1596,Chula Vista ,http://www.advanceamerica.net/store-locations/california/790-broadway-chula-vista-91910?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2392,Advance America,3430 Tully Rd Ste 54,(209) 522-4090,Modesto ,http://www.advanceamerica.net,CA,0
2393,Advance America,4555 N Pershing Ave Ste 6,(209) 473-1581,Stockton ,http://www.advanceamerica.net/store-locations/california/4555-n-pershing-ave-ste-6-stockton-95207?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2394,Advance America,1116 E Prosperity Ave Ste 113,(559) 688-8966,Tulare ,http://www.advanceamerica.net/store-locations/california/1116-e-prosperity-ave-ste-113-tulare-93274?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2395,Advance America,3603 Elkhorn Blvd,(916) 348-0285,North Highlands ,http://www.advanceamerica.net/store-locations/california/3603-elk-horn-blvd-north-highlands-95660?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2396,Advance America,8401 Church St Ste D,(408) 842-0263,Gilroy ,http://www.advanceamerica.net/store-locations/california/8401-church-st-unit-d-gilroy-95020?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2397,Advance America,2900 Delta Fair Blvd,(925) 755-7830,Antioch ,http://www.advanceamerica.net/store-locations/california/2900-delta-fair-blvd-antioch-94509?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2398,Advance America,2011 Camden Ave,(408) 371-5242,San Jose ,http://www.advanceamerica.net/store-locations/california/2011-camden-avenue-san-jose-95124?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2399,Advance America,5800 Van Buren Blvd Ste 114,(951) 509-0861,Riverside ,http://www.advanceamerica.net/store-locations/california/5800-van-buren-blvd-ste-114-riverside-92503?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2400,Advance America,47 W Main St,(530) 666-7125,Woodland ,http://www.advanceamerica.net/store-locations/california/47-a-w-main-st-woodland-95695?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2401,Advance America,1955 41st Ave,(831) 476-0757,Capitola ,http://www.advanceamerica.net/store-locations/california/1955-b8-41st-avenue-capitola-95010?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2402,Advance America,5318 Stockton Blvd,(916) 455-0309,Sacramento ,http://www.advanceamerica.net/store-locations/california/5318-stockton-blvd-sacramento-95820?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2403,Advance America,985 W Manning Ave,(559) 637-1067,Reedley ,http://www.advanceamerica.net/store-locations/california/985-w-manning-avenue-reedley-93654?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2404,Advance America,3937 W Rosecrans Ave,(310) 219-1184,Hawthorne ,http://www.advanceamerica.net/store-locations/california/3937-w-rosecrans-hawthorne-90250?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2405,Advance America,14073 Main St Ste 101,(760) 947-8659,Hesperia ,http://www.advanceamerica.net/store-locations/california/14073-main-st-ste-101-hesperia-92345?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2406,Advance America,900 Kern St Ste A,(661) 763-5483,Taft ,http://www.advanceamerica.net,CA,0
2407,Advance America,4195 E Belmont Ave,(559) 266-1848,Fresno ,http://www.advanceamerica.net/store-locations/california/4195-e-belmont-ave-fresno-93702?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2408,Advance America,2506 Saviers Rd,(805) 483-8870,Oxnard ,http://www.advanceamerica.net/store-locations/california/2506-s-saviers-road-oxnard-93033?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2409,Advance America,12109 Woodside Ave Unit 101,(619) 390-5956,Lakeside ,http://www.advanceamerica.net/store-locations/california/12109-woodside-ave-unit-101-lakeside-92040?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2410,Advance America,900 Jefferson Blvd Ste 120,(916) 371-8120,West Sacramento ,http://www.advanceamerica.net/store-locations/california/900-jefferson-blvd-ste-120-west-sacramento-95691?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2411,Advance America,2321 W Chapman Ave,(714) 704-9004,Orange ,http://www.advanceamerica.net/store-locations/california/2321-w-chapman-avenue-orange-92868?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2412,Advance America,17180 Bear Valley Rd Ste F,(760) 951-3560,Victorville ,http://www.advanceamerica.net/store-locations/california/17180-bear-valley-rd-f-victorville-92395?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2413,Advance America,317 W Olive Ave,(559) 673-2993,Madera ,http://www.advanceamerica.net/store-locations/california/317-west-olive-ave-madera-93637?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2414,Advance America,2560 N Perris Blvd Suite R-2,(951) 657-3539,Perris ,http://www.advanceamerica.net/store-locations/california/2560-n-perris-blvd-suite-r-2-perris-92571?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2415,Advance America,2451 Foothill Blvd Ste C,(909) 392-2321,La Verne ,http://www.advanceamerica.net/store-locations/california/2451-foothill-blvd-unit-c-la-verne-91750?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2416,Advance America,1821 E Hammer Ln,(209) 478-1347,Stockton ,http://www.advanceamerica.net/store-locations/california/1821-e-hammer-lane-stockton-95210?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2417,Advance America,972 N Mountain Ave,(909) 984-2411,Ontario ,http://www.advanceamerica.net/store-locations/california/972-n-mountain-ontario-91762?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2418,Advance America,353 W Main St Ste B,(530) 406-1000,Woodland ,http://www.advanceamerica.net,CA,0
2419,Advance America,7700 Sunrise Blvd Ste 1000,(916) 726-3115,Citrus Heights ,http://www.advanceamerica.net/store-locations/california/7700-sunrise-blvd-1000-citrus-heights-95610?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2420,Advance America,1130 Fremont Blvd Ste 204-b,(831) 393-0935,Seaside ,http://www.advanceamerica.net/store-locations/california/1130-fremont-blvd-ste-204-b-seaside-93955?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2421,Advance America,2175 N Schnoor St,(559) 673-7866,Madera ,http://www.advanceamerica.net/store-locations/california/2175-north-schnoor-street-madera-93637?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2422,Advance America,3630 W Shaw Ave,(559) 271-7668,Fresno ,http://www.advanceamerica.net/store-locations/california/3630-w-shaw-ave-fresno-93711?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2423,Advance America,1832 E Route 66 Ste C,(626) 852-6053,Glendora ,http://www.advanceamerica.net,CA,0
2424,Advance America,1116 W Visalia Rd Ste 104,(559) 592-1670,Exeter ,http://www.advanceamerica.net,CA,0
2425,Advance America,4215 Norwood Ave Ste 3b,(916) 646-9794,Sacramento ,http://www.advanceamerica.net/store-locations/california/4215-norwood-ave-3b-sacramento-95838?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2426,Advance America,2284 Grass Valley Hwy,(530) 885-9063,Auburn ,http://www.advanceamerica.net/store-locations/california/2284-grass-valley-hwy-auburn-95603?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2427,Advance America,3833 W Caldwell Ave Ste F,(559) 733-4413,Visalia ,http://www.advanceamerica.net,CA,0
2428,Advance America,2100 E Highland Ave,(909) 425-2794,San Bernardino ,http://www.advanceamerica.net/store-locations/california/2100-e-highland-ave-san-bernardino-92404?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2429,Advance America,3240 Broad St Ste 110,(805) 788-0824,San Luis Obispo ,http://www.advanceamerica.net,CA,0
2430,Advance America,9345 Alondra Blvd,(562) 804-7100,Bellflower ,http://www.advanceamerica.net/store-locations/california/9345-alondra-blvd-bellflower-90706?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2431,Advance America,6784 El Cajon Blvd Ste F,(619) 589-1157,San Diego ,http://www.advanceamerica.net,CA,0
2432,Advance America,1078 E Manning Ave,(559) 638-5322,Reedley ,http://www.advanceamerica.net,CA,0
2433,Advance America,765 Hickey Blvd,(650) 557-0397,Pacifica ,http://www.advanceamerica.net/store-locations/california/765-hickey-blvd-pacifica-94044?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2434,Advance America,4225 Oceanside Blvd Ste N,(760) 806-1476,Oceanside ,http://www.advanceamerica.net/store-locations/california/4225-oceanside-blvd-ste-n-oceanside-92056?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2435,Advance America,17251 Main St,(760) 949-3731,Hesperia ,http://www.advanceamerica.net/store-locations/california/17251-main-street-hesperia-92345?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2436,Advance America,114 W Carson St,(310) 518-4886,Carson ,http://www.advanceamerica.net,CA,0
2437,Advance America,2581 W Commonwealth Ave,(626) 293-3373,Alhambra ,http://www.advanceamerica.net/store-locations/california/2581-w-commonwealth-ave-alhambra-91803?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2438,Advance America,930 W Henderson Ave,(559) 781-9370,Porterville ,http://www.advanceamerica.net,CA,0
2439,Advance America,636 Williams Rd,(831) 751-6313,Salinas ,http://www.advanceamerica.net/store-locations/california/636-williams-road-salinas-93905?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2440,Advance America,6478 Westside Rd,(530) 242-6057,Redding ,http://www.advanceamerica.net/store-locations/california/6478-b-westside-road-redding-96001?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2441,Advance America,1633 E Hatch Rd Ste 1-e,(209) 538-6094,Modesto ,http://www.advanceamerica.net/store-locations/california/1633-e-hatch-rd-ste-1-e-modesto-95351?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2442,Advance America,1801 H St Ste A-2,(209) 527-1390,Modesto ,http://www.advanceamerica.net/store-locations/california/1801-h-street-ste-a-2-modesto-95354?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2443,Advance America,4067 W Clinton Ave,(559) 271-1461,Fresno ,http://www.advanceamerica.net/store-locations/california/4067-w-clinton-avenue-fresno-93722?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2444,Advance America,2734 Whitson St,(559) 896-3003,Selma ,http://www.advanceamerica.net/store-locations/california/2734-whitson-street-selma-93662?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2445,Advance America,6965 La Palma Ave,(714) 739-4497,Buena Park ,http://www.advanceamerica.net/store-locations/california/6965-la-palma-ave-buena-park-90620?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2446,Advance America,3132 W Florida Ave,(951) 658-4511,Hemet ,http://www.advanceamerica.net/store-locations/california/3132-w-florida-avenue-hemet-92545?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
2447,Advance America,2329 N Oxnard Blvd,(805) 278-7842,Oxnard ,http://www.advanceamerica.net/store-locations/california/2329-north-oxnard-blvd-oxnard-93036?utm_source=yext&utm_medium=local&utm_term=1602&utm_campaign=website,CA,0
