,id,name,county,state_code,state,zip_codes,population,median_income
36207,36208,Richboro,Bucks County,PA,Pennsylvania,18954,6382,117130
16566,16567,Calumet ,Houghton County,MI,Michigan,49805 / 49913 / 49917 / 49930 / 49942,6382,32544
18155,18156,Whitmore Lake,Livingston County / Washtenaw County,MI,Michigan,48178 / 48189,6380,50890
34778,34779,Forest Hills,Allegheny County,PA,Pennsylvania,15221,6380,64861
2449,2450,Garnet,Riverside County,CA,California,92240 / 92241,6380,37134
17817,17818,Rose,Oakland County,MI,Michigan,48350 / 48430 / 48442,6380,66117
29843,29844,South Hill,Tompkins County,NY,New York,14850,6380,59688
3005,3006,Plumas Lake,Yuba County,CA,California,95961,6380,79094
12219,12220,Eudora,Douglas County,KS,Kansas,66025,6379,58857
29,30,Bethel,Bethel Census Area,AK,Alaska,99545 / 99559,6378,76135
23362,23363,Marvin,Union County,NC,North Carolina,28173,6377,181452
41187,41188,Harrisville,Weber County,UT,Utah,84404 / 84414,6376,59307
39804,39805,Everman,Tarrant County,TX,Texas,76140,6374,36977
28295,28296,Calverton,Suffolk County,NY,New York,11901 / 11933 / 11949,6372,46176
34434,34435,Cumberland,Greene County,PA,Pennsylvania,15320 / 15325 / 15344 / 15351 / 15357 / 15370,6371,40376
41039,41040,Willis,Montgomery County,TX,Texas,77318 / 77378,6370,36640
3485,3486,Berthoud,Larimer County / Weld County,CO,Colorado,80513 / 80534 / 80537,6368,59477
33891,33892,Antis,Blair County,PA,Pennsylvania,16601 / 16602 / 16617 / 16684 / 16686,6367,63110
26589,26590,Newport,Sullivan County,NH,New Hampshire,03754 / 03773,6367,49663
5557,5558,Lovejoy,Clayton County,GA,Georgia,30228 / 30236 / 30250,6367,37256
16466,16467,Blendon,Ottawa County,MI,Michigan,49401 / 49426 / 49464,6366,62862
26559,26560,Meredith,Belknap County,NH,New Hampshire,03226 / 03246 / 03253 / 03256 / 03269,6366,63028
29827,29828,Solvay,Onondaga County,NY,New York,13204 / 13209 / 13219,6365,41944
41030,41031,White Oak,Gregg County,TX,Texas,75604 / 75693,6364,56237
2600,2601,Keyes,Stanislaus County,CA,California,95307 / 95326 / 95328 / 95382,6364,42735
40043,40044,Iowa Park,Wichita County,TX,Texas,76367,6363,45208
3592,3593,Estes Park,Larimer County,CO,Colorado,80511 / 80517,6362,54530
10496,10497,Garrett,DeKalb County,IN,Indiana,46706 / 46738,6360,41607
34404,34405,Corry,Erie County,PA,Pennsylvania,16407,6360,37454
39533,39534,Burnet,Burnet County,TX,Texas,78611,6359,43149
29048,29049,Lakeview,Nassau County,NY,New York,11552 / 11570,6357,111319
14805,14806,Granby,Hampshire County,MA,Massachusetts,01033,6357,86910
35905,35906,Ohio,Allegheny County,PA,Pennsylvania,15143 / 15237,6356,102212
16778,16779,Dexter ,Washtenaw County,MI,Michigan,48118 / 48130 / 48137 / 48169,6356,94013
9250,9251,Plato,Kane County,IL,Illinois,60124 / 60140 / 60151 / 60170 / 60175,6356,109643
42380,42381,Bangor Base,Kitsap County,WA,Washington,98315,6355,49545
15422,15423,Hampstead,Carroll County,MD,Maryland,21074,6355,77198
7622,7623,Carlinville ,Macoupin County,IL,Illinois,62626,6353,44556
31638,31639,Moraine,Montgomery County,OH,Ohio,45342 / 45417 / 45418 / 45439,6353,46577
17667,17668,Pavilion,Kalamazoo County,MI,Michigan,49002 / 49034 / 49048 / 49088 / 49097,6348,58891
2424,2425,Fowler,Fresno County,CA,California,93625,6348,44539
40088,40089,Kermit,Winkler County,TX,Texas,79745,6341,54745
1892,1893,Village of Oak Creek,Yavapai County,AZ,Arizona,86341 / 86351,6341,58882
7585,7586,Byron ,Ogle County,IL,Illinois,61010 / 61047 / 61102,6336,65820
1641,1642,Guadalupe,Maricopa County,AZ,Arizona,85283,6336,29375
35396,35397,Lionville,Chester County,PA,Pennsylvania,19341 / 19480,6334,83810
7374,7375,Bartonville,Peoria County,IL,Illinois,61605 / 61607,6332,49545
3874,3875,Twin Lakes,Adams County,CO,Colorado,80221,6332,45417
42969,42970,Wollochet,Pierce County,WA,Washington,98335,6332,79327
9159,9160,Pana ,Christian County,IL,Illinois,62557,6329,36519
17174,17175,Huntington Woods,Oakland County,MI,Michigan,48070,6328,115025
5749,5750,Stone Mountain,DeKalb County,GA,Georgia,30083 / 30086 / 30087 / 30088,6328,36729
5196,5197,Wimauma,Hillsborough County,FL,Florida,33598,6327,25717
22405,22406,Louisville,Winston County,MS,Mississippi,39339,6324,28802
29849,29850,Southold ,Suffolk County,NY,New York,11958 / 11971,6323,89769
39131,39132,Lynchburg,Moore County,TN,Tennessee,37144 / 37160 / 37183 / 37306 / 37334 / 37352 / 37359 / 37360 / 37388 / 37398,6323,49427
22088,22089,Trenton ,Grundy County,MO,Missouri,64652 / 64683,6322,35547
45292,45293,Pea Ridge,Cabell County,WV,West Virginia,25504 / 25705,6321,49701
27977,27978,Johnson Lane,Douglas County,NV,Nevada,89423,6319,74938
9695,9696,Sullivan ,Moultrie County,IL,Illinois,61914 / 61951 / 62534,6319,42148
40295,40296,Marble Falls,Burnet County,TX,Texas,78654 / 78657,6317,41120
12906,12907,Mulvane,Sedgwick County / Sumner County,KS,Kansas,67110 / 67120,6316,67367
16400,16401,Bear Creek,Emmet County,MI,Michigan,49713 / 49722 / 49740 / 49770,6313,51987
14157,14158,Wilmore,Jessamine County,KY,Kentucky,40356 / 40390,6312,38679
4933,4934,Pembroke Park,Broward County,FL,Florida,33009 / 33023,6312,32881
2664,2665,Las Flores,Orange County,CA,California,92688,6311,130683
42883,42884,Steilacoom,Pierce County,WA,Washington,98388 / 98498,6309,59750
8677,8678,Looking Glass,Clinton County,IL,Illinois,62215 / 62245 / 62265 / 62266 / 62293,6308,74183
14901,14902,Mattapoisett,Plymouth County,MA,Massachusetts,02739,6306,86659
36184,36185,Red Lion,York County,PA,Pennsylvania,17356,6303,41186
33998,33999,Bellefonte,Centre County,PA,Pennsylvania,16823,6302,42364
16533,16534,Buena Vista,Saginaw County,MI,Michigan,48601,6302,21632
34212,34213,Carroll,York County,PA,Pennsylvania,17019,6300,81291
15030,15031,Rowley,Essex County,MA,Massachusetts,01969,6299,86820
6279,6280,Eldridge,Scott County,IA,Iowa,52748 / 52807,6297,57750
26633,26634,Sandown,Rockingham County,NH,New Hampshire,03841 / 03873,6295,83281
7498,7499,Braceville ,Grundy County,IL,Illinois,60407 / 60416 / 60424 / 60474,6294,61511
40077,40078,Keene,Johnson County,TX,Texas,76009 / 76031 / 76059,6293,39113
29853,29854,South Valley Stream,Nassau County,NY,New York,11581,6293,111189
9688,9689,Sugar Creek,Clinton County,IL,Illinois,62216 / 62245 / 62293,6289,71348
34056,34057,Blakely,Lackawanna County,PA,Pennsylvania,18447 / 18452,6289,39844
14416,14417,Leesville,Vernon Parish,LA,Louisiana,71446 / 71459 / 71496,6286,37900
26852,26853,Dennis,Cape May County,NJ,New Jersey,08210 / 08214 / 08230 / 08243 / 08245 / 08246 / 08270,6285,66727
4479,4480,DeFuniak Springs,Walton County,FL,Florida,32433 / 32435,6284,28675
8832,8833,Metropolis,Massac County,IL,Illinois,62910 / 62960,6283,31875
32629,32630,Wheelersburg,Scioto County,OH,Ohio,45662 / 45694,6283,53646
32309,32310,Suffield,Portage County,OH,Ohio,44260 / 44312 / 44632,6282,58046
3767,3768,Orchard Mesa,Mesa County,CO,Colorado,81503,6272,46701
29201,29202,Mayfield ,Fulton County,NY,New York,12010 / 12025 / 12078 / 12095 / 12117,6272,51737
11522,11523,Utica ,Clark County,IN,Indiana,47111 / 47130 / 47172,6270,70299
35849,35850,North East ,Erie County,PA,Pennsylvania,16421 / 16428,6269,58750
32593,32594,Wellington ,Lorain County,OH,Ohio,44090,6268,51677
875,876,Tarrant,Jefferson County,AL,Alabama,35217,6268,25653
9468,9469,Saline,Madison County,IL,Illinois,62249 / 62275,6268,74792
3964,3965,Cos Cob,Fairfield County,CT,Connecticut,06807 / 06830,6265,142500
19416,19417,Kasson,Dodge County,MN,Minnesota,55944,6264,68200
8467,8468,Johnsburg,McHenry County,IL,Illinois,60050 / 60051,6264,98879
28929,28930,Homer ,Cortland County,NY,New York,13045 / 13056 / 13077 / 13087 / 13101,6263,60029
3644,3645,Gunnison,Gunnison County,CO,Colorado,81230 / 81231 / 81247,6261,35871
44158,44159,Middleton ,Dane County,WI,Wisconsin,53528 / 53562 / 53593 / 53719,6257,127857
30645,30646,Columbiana,Columbiana County / Mahoning County,OH,Ohio,44408,6257,48152
3932,3933,Branford Center,New Haven County,CT,Connecticut,06405,6255,56484
19624,19625,Livonia,Sherburne County,MN,Minnesota,55330 / 55398,6253,82900
29997,29998,Verona,Oneida County,NY,New York,13054 / 13157 / 13162 / 13308 / 13421 / 13440 / 13476 / 13478,6251,56105
26799,26800,Carlstadt,Bergen County,NJ,New Jersey,07072,6249,70056
28474,28475,Corning ,Steuben County,NY,New York,14814 / 14830 / 14870,6248,55927
8288,8289,Hampshire,Kane County,IL,Illinois,60140,6247,93775
2125,2126,Cambria,San Luis Obispo County,CA,California,93428,6246,60858
16276,16277,Adrian ,Lenawee County,MI,Michigan,49221 / 49286 / 49287,6245,53027
7338,7339,Auburn ,Sangamon County,IL,Illinois,62530 / 62615 / 62689 / 62690,6243,63625
28558,28559,Duanesburg,Schenectady County,NY,New York,12053 / 12056 / 12066 / 12137 / 12141 / 12157 / 12306,6243,81777
37049,37050,Wilkins,Allegheny County,PA,Pennsylvania,15112 / 15145 / 15221 / 15235,6241,51644
19768,19769,Medina,Hennepin County,MN,Minnesota,55340 / 55356 / 55357 / 55359 / 55391 / 55595 / 55596 / 55597 / 55598 / 55599,6240,132045
36622,36623,Swarthmore,Delaware County,PA,Pennsylvania,19081,6239,101686
34645,34646,Edinboro,Erie County,PA,Pennsylvania,16412 / 16444,6236,34074
36502,36503,South Williamsport,Lycoming County,PA,Pennsylvania,17702,6231,40027
17802,17803,Rockford,Kent County,MI,Michigan,49341 / 49351,6229,55508
16194,16195,Topsham ,Sagadahoc County,ME,Maine,04086,6228,60785
13736,13737,Cold Spring,Campbell County,KY,Kentucky,41076,6227,63354
14661,14662,Ashburnham,Worcester County,MA,Massachusetts,01430 / 01440,6227,87615
2161,2162,Castroville,Monterey County,CA,California,95012,6226,49654
5362,5363,Cumming,Forsyth County,GA,Georgia,30028 / 30040 / 30041,6225,43491
30960,30961,Grafton,Lorain County,OH,Ohio,44028 / 44044,6223,52946
4897,4898,Osprey,Sarasota County,FL,Florida,34229,6223,74233
30627,30628,Clyde,Sandusky County,OH,Ohio,43410,6221,44982
16147,16148,Skowhegan ,Somerset County,ME,Maine,04976,6219,29578
39070,39071,Harriman,Morgan County / Roane County,TN,Tennessee,37748 / 37763,6218,21862
28271,28272,Brownville ,Jefferson County,NY,New York,13601 / 13615 / 13622 / 13634 / 13657,6214,54330
23057,23058,Carolina Beach,New Hanover County,NC,North Carolina,28428,6211,60057
36576,36577,Stowe,Allegheny County,PA,Pennsylvania,15136,6206,34175
32561,32562,Waterville ,Lucas County,OH,Ohio,43566 / 43571,6206,74229
7705,7706,Chillicothe,Peoria County,IL,Illinois,61523,6206,47429
33217,33218,Pauls Valley,Garvin County,OK,Oklahoma,73075,6206,36728
26910,26911,Finderne,Somerset County,NJ,New Jersey,08807,6205,85350
31754,31755,Noble,Defiance County,OH,Ohio,43512 / 43519,6205,53956
42546,42547,Finley,Benton County,WA,Washington,99337,6204,70146
26690,26691,Wolfeboro,Carroll County,NH,New Hampshire,03894 / 03896,6202,58204
17041,17042,Green Lake,Grand Traverse County,MI,Michigan,49637 / 49643 / 49684,6201,58580
39209,39210,Pigeon Forge,Sevier County,TN,Tennessee,37862 / 37863 / 37868 / 37876,6199,32125
28568,28569,East Aurora,Erie County,NY,New York,14052,6198,66346
31882,31883,Pepper Pike,Cuyahoga County,OH,Ohio,44122 / 44124,6198,147250
33722,33723,Raleigh Hills,Washington County,OR,Oregon,97223 / 97225,6197,70196
32142,32143,Salisbury,Meigs County,OH,Ohio,45620 / 45760 / 45769 / 45771,6196,29544
15068,15069,Southampton,Hampshire County,MA,Massachusetts,01073,6195,79858
40865,40866,Sunnyvale,Dallas County,TX,Texas,75149 / 75182,6194,124911
828,829,Satsuma,Mobile County,AL,Alabama,36571 / 36572,6193,59311
41541,41542,Crosspointe,Fairfax County,VA,Virginia,22039 / 22079,6193,210625
10139,10140,Boone,Porter County,IN,Indiana,46341 / 46347,6193,60434
166,167,Kodiak,Kodiak Island Borough,AK,Alaska,99615 / 99619,6191,62934
10140,10141,Boonville,Warrick County,IN,Indiana,47601,6187,42955
16925,16926,Forsyth,Marquette County,MI,Michigan,49831 / 49833 / 49841 / 49866 / 49880 / 49885,6186,41449
39549,39550,Camp Swift,Bastrop County,TX,Texas,78602,6184,44886
300,301,Steele Creek,Fairbanks North Star Borough,AK,Alaska,99710 / 99712,6180,82049
31285,31286,LaGrange ,Lorain County,OH,Ohio,44044 / 44050 / 44074 / 44090,6180,63942
6679,6680,Orange City,Sioux County,IA,Iowa,51041,6179,62568
17595,17596,Oakfield,Kent County,MI,Michigan,48838 / 49319 / 49326 / 49341,6178,67854
15406,15407,Glenarden,Prince George's County,MD,Maryland,20706 / 20774 / 20785,6178,60266
11316,11317,Salem,Washington County,IN,Indiana,47167,6176,31980
43535,43536,Elm Grove,Waukesha County,WI,Wisconsin,53122,6174,114755
15967,15968,Lebanon,York County,ME,Maine,03851 / 04027,6174,60980
5053,5054,South Patrick Shores,Brevard County,FL,Florida,32937,6173,64760
37244,37245,Burton,Beaufort County,SC,South Carolina,29902 / 29906,6173,44697
28212,28213,Binghamton University,Broome County,NY,New York,13850 / 13902,6172,52287
15252,15253,Brunswick,Frederick County,MD,Maryland,21716 / 21758,6171,61272
8315,8316,Harter,Clay County,IL,Illinois,62839 / 62858,6168,41509
2523,2524,Hidden Valley Lake,Lake County,CA,California,95461 / 95467,6168,66682
2737,2738,Lucas Valley-Marinwood,Marin County,CA,California,94903,6168,117071
13343,13344,Spring Hill,Johnson County / Miami County,KS,Kansas,66062 / 66083,6166,64973
27681,27682,Lee Acres,San Juan County,NM,New Mexico,87401 / 87413,6164,39878
11219,11220,Portland,Jay County,IN,Indiana,47371,6161,34375
27035,27036,Kingston Estates,Camden County,NJ,New Jersey,08034,6161,69159
41172,41173,Fruit Heights,Davis County,UT,Utah,84037,6161,103849
35233,35234,Kennett Square,Chester County,PA,Pennsylvania,19348,6160,61892
16071,16072,Oakland,Kennebec County,ME,Maine,04963,6158,55795
5030,5031,Siesta Key,Sarasota County,FL,Florida,34242,6158,80022
7503,7504,Braidwood,Grundy County / Will County,IL,Illinois,60407 / 60408 / 60416 / 60481,6157,58313
3246,3247,St. Helena,Napa County,CA,California,94574,6154,85083
36071,36072,Plainfield,Northampton County,PA,Pennsylvania,18040 / 18064 / 18072 / 18091,6153,67571
32037,32038,Richfield ,Summit County,OH,Ohio,44141 / 44264 / 44286,6151,81250
9966,9967,Wilmington ,Will County,IL,Illinois,60416 / 60481,6151,54107
34253,34254,Chanceford,York County,PA,Pennsylvania,17302 / 17309 / 17322 / 17356 / 17368,6151,54023
21994,21995,Shrewsbury,St. Louis County,MO,Missouri,63119,6149,49915
28699,28700,Fort Edward ,Washington County,NY,New York,12828 / 12834 / 12839,6149,49164
14722,14723,Chatham,Barnstable County,MA,Massachusetts,02633 / 02650 / 02659 / 02669,6149,67587
37199,37200,West Greenwich,Kent County,RI,Rhode Island,02817,6148,85942
22565,22566,Vancleave,Jackson County,MS,Mississippi,39565,6147,54583
17138,17139,Holly,Oakland County,MI,Michigan,48442,6146,53396
19402,19403,Jordan,Scott County,MN,Minnesota,55352,6143,68252
22294,22295,Columbia,Marion County,MS,Mississippi,39429,6143,24125
26528,26529,Kingston,Rockingham County,NH,New Hampshire,03848,6143,77115
27106,27107,Margate City,Atlantic County,NJ,New Jersey,08402,6142,67138
30935,30936,Gilead,Morrow County,OH,Ohio,43315 / 43320 / 43338,6142,48147
7939,7940,East Alton,Madison County,IL,Illinois,62002 / 62018 / 62024 / 62095,6141,38235
33735,33736,Roseburg North,Douglas County,OR,Oregon,97470 / 97495,6140,34147
15620,15621,Savage,Howard County,MD,Maryland,20763 / 20794,6139,81272
29177,29178,Marcellus ,Onondaga County,NY,New York,13108 / 13110 / 13152,6135,70889
10658,10659,Huntingburg,Dubois County,IN,Indiana,47542,6130,41578
28960,28961,Hurley,Ulster County,NY,New York,12401 / 12409 / 12433 / 12443 / 12491 / 12498,6129,67717
17159,17160,Howard,Cass County,MI,Michigan,49031 / 49047 / 49112 / 49120,6123,49512
2332,2333,East Pasadena,Los Angeles County,CA,California,91107,6123,76523
30142,30143,Wilna,Jefferson County,NY,New York,13602 / 13619 / 13628 / 13665,6122,45208
31148,31149,Huntington,Ross County,OH,Ohio,45601 / 45612 / 45690,6119,41607
14035,14036,Princeton,Caldwell County,KY,Kentucky,42445,6119,37500
29056,29057,Larchmont,Westchester County,NY,New York,10538,6118,152284
37284,37285,Darlington,Darlington County,SC,South Carolina,29532 / 29540,6117,26667
35660,35661,Monroe,Cumberland County,PA,Pennsylvania,17007 / 17015 / 17019 / 17055,6113,84506
35445,35446,Lower Nazareth,Northampton County,PA,Pennsylvania,18020 / 18045 / 18064,6111,96573
43214,43215,Brookfield ,Waukesha County,WI,Wisconsin,53045 / 53072 / 53186,6110,66594
28694,28695,Fort Ann ,Washington County,NY,New York,12821 / 12827 / 12832 / 12839 / 12841 / 12844 / 12887,6110,58033
42924,42925,Union Gap,Yakima County,WA,Washington,98901 / 98903,6110,35777
22483,22484,Pontotoc,Pontotoc County,MS,Mississippi,38863,6109,42005
5978,5979,Wailea,Maui County,HI,Hawaii,96753 / 96790,6107,59902
33752,33753,Sheridan,Yamhill County,OR,Oregon,97378,6106,37166
4248,4249,Elsmere,New Castle County,DE,Delaware,19804 / 19805,6106,47704
26178,26179,Schuyler,Colfax County,NE,Nebraska,68661,6106,47500
27793,27794,Raton,Colfax County,NM,New Mexico,87740,6103,30803
14859,14860,Kingston ,Plymouth County,MA,Massachusetts,02364,6103,78500
14619,14620,Violet,St. Bernard Parish,LA,Louisiana,70092,6102,36024
39591,39592,Childress,Childress County,TX,Texas,79201,6096,33934
4838,4839,Naples Manor,Collier County,FL,Florida,34113,6096,35682
3920,3921,Beacon Falls,New Haven County,CT,Connecticut,06403,6095,83155
14588,14589,St. Martinville,St. Martin Parish,LA,Louisiana,70582,6095,27333
4902,4903,Pahokee,Palm Beach County,FL,Florida,33476,6094,27348
43625,43626,Freedom,Outagamie County,WI,Wisconsin,54130 / 54131 / 54165 / 54913,6092,75253
39555,39556,Canutillo,El Paso County,TX,Texas,79835 / 79932,6091,31971
30149,30150,Windsor ,Broome County,NY,New York,13795 / 13826 / 13865,6091,60181
27057,27058,Lebanon ,Hunterdon County,NJ,New Jersey,07830 / 07865 / 07882 / 08809 / 08826 / 08827,6091,106156
4246,4247,Edgemoor,New Castle County,DE,Delaware,19802 / 19809,6089,59155
20489,20490,Stewartville,Olmsted County,MN,Minnesota,55976,6089,52879
13970,13971,Monticello,Wayne County,KY,Kentucky,42633,6087,25731
30101,30102,Westmoreland,Oneida County,NY,New York,13323 / 13424 / 13440 / 13476 / 13478 / 13490 / 13492,6086,71875
44802,44803,Twin Lakes,Kenosha County,WI,Wisconsin,53101 / 53105 / 53128 / 53181,6081,59671
31813,31814,Ontario,Richland County,OH,Ohio,44862 / 44903 / 44906,6079,52975
3423,3424,Willows,Glenn County,CA,California,95988,6077,39274
26966,26967,Hainesport,Burlington County,NJ,New Jersey,08036 / 08048 / 08060,6075,90331
696,697,Meridianville,Madison County,AL,Alabama,35750 / 35759 / 35773,6073,68368
707,708,Monroeville,Monroe County,AL,Alabama,36460 / 36461 / 36462,6072,30678
8361,8362,Hillsboro,Montgomery County,IL,Illinois,62049 / 62051,6071,48860
37052,37053,Williams,Northampton County,PA,Pennsylvania,18042 / 18055 / 18077,6071,92898
12119,12120,De Soto,Johnson County,KS,Kansas,66018 / 66019 / 66025,6071,51259
28825,28826,Groton ,Tompkins County,NY,New York,13045 / 13068 / 13073 / 13102,6068,54113
19364,19365,International Falls,Koochiching County,MN,Minnesota,56649,6068,34528
11305,11306,Rushville,Rush County,IN,Indiana,46173,6065,34942
32297,32298,Stonelick,Clermont County,OH,Ohio,45103 / 45122 / 45150 / 45160,6064,53164
5763,5764,Sylvester,Worth County,GA,Georgia,31791,6064,28414
40806,40807,Slaton,Lubbock County,TX,Texas,79364,6062,39167
27694,27695,Los Ranchos de Albuquerque,Bernalillo County,NM,New Mexico,87107 / 87114,6062,62367
14505,14506,Patterson,St. Mary Parish,LA,Louisiana,70392,6061,44764
32645,32646,Willard,Huron County,OH,Ohio,44888 / 44890,6060,40648
5217,5218,Zephyrhills South,Pasco County,FL,Florida,33541 / 33542,6059,32973
23076,23077,Cherryville,Gaston County,NC,North Carolina,28021,6058,43103
29978,29979,University at Buffalo,Erie County,NY,New York,14228 / 14261,6058,7500
3225,3226,South Oroville,Butte County,CA,California,95966,6058,33862
16556,16557,Byron Center,Kent County,MI,Michigan,49315,6057,65149
13414,13415,Tonganoxie ,Leavenworth County,KS,Kansas,66048 / 66054 / 66086,6057,50462
39170,39171,Munford,Tipton County,TN,Tennessee,38004 / 38053 / 38058,6057,63542
17377,17378,Manistee,Manistee County,MI,Michigan,49660,6057,36338
6671,6672,Oelwein,Fayette County,IA,Iowa,50662,6056,37875
15679,15680,Walkersville,Frederick County,MD,Maryland,21793,6054,93969
17060,17061,Gun Plain,Allegan County,MI,Michigan,49070 / 49078 / 49080,6053,61628
34692,34693,Enola,Cumberland County,PA,Pennsylvania,17025 / 17093,6053,48986
33618,33619,Junction City,Lane County,OR,Oregon,97448,6052,42153
877,878,Theodore,Mobile County,AL,Alabama,36582,6051,44284
8738,8739,Manlius,LaSalle County,IL,Illinois,61341 / 61360,6050,51804
20949,20950,Battlefield,Greene County,MO,Missouri,65619 / 65807,6050,63250
34071,34072,Blue Bell,Montgomery County,PA,Pennsylvania,19422 / 19424 / 19437 / 19462,6049,120602
4461,4462,Crystal Lake,Polk County,FL,Florida,33801,6049,31919
41465,41466,Bridgewater,Rockingham County,VA,Virginia,22812 / 22821,6048,55205
30535,30536,Center,Columbiana County,OH,Ohio,44431 / 44432,6047,43750
3457,3458,Air Force Academy,El Paso County,CO,Colorado,80840 / 80841,6046,65795
33005,33006,Harrah,Oklahoma County,OK,Oklahoma,73020 / 73045 / 73049 / 74857,6044,57845
35436,35437,Lower Heidelberg,Berks County,PA,Pennsylvania,19565 / 19608,6044,83750
42197,42198,Northfield,Washington County,VT,Vermont,05663 / 05664,6042,71607
3833,3834,Sheridan,Arapahoe County,CO,Colorado,80110 / 80236,6041,36815
27160,27161,Mullica,Atlantic County,NJ,New Jersey,08037 / 08215 / 08217,6041,67269
42803,42804,Prosser,Benton County,WA,Washington,99350,6040,53345
30864,30865,Fort Shawnee,Allen County,OH,Ohio,45804 / 45805 / 45806,6040,57879
27023,27024,Jamesburg,Middlesex County,NJ,New Jersey,08831,6040,70787
40220,40221,Littlefield,Lamb County,TX,Texas,79339,6039,35642
32687,32688,Xenia ,Greene County,OH,Ohio,45384 / 45385 / 45387,6038,63750
4543,4544,Fort Meade,Polk County,FL,Florida,33830 / 33841 / 33847,6035,42973
13434,13435,Ulysses,Grant County,KS,Kansas,67880,6035,54130
14910,14911,Mendon,Worcester County,MA,Massachusetts,01756,6032,108942
2228,2229,Contra Costa Centre,Contra Costa County,CA,California,94597 / 94598,6031,91218
31658,31659,Mount Healthy,Hamilton County,OH,Ohio,45231,6030,33321
45569,45570,Ranchettes,Laramie County,WY,Wyoming,82009,6028,93792
11069,11070,New Whiteland,Johnson County,IN,Indiana,46184,6025,53844
23552,23553,Silver Lake,New Hanover County,NC,North Carolina,28412,6024,40579
27886,27887,Truth or Consequences,Sierra County,NM,New Mexico,87901 / 87935,6023,26877
11285,11286,Rochester,Fulton County,IN,Indiana,46975,6021,36692
41068,41069,Yoakum,DeWitt County / Lavaca County,TX,Texas,77995,6019,37649
33563,33564,Garden Home-Whitford,Washington County,OR,Oregon,97008 / 97223,6019,62449
6429,6430,Independence,Buchanan County,IA,Iowa,50644,6018,50036
4558,4559,Fruitland Park,Lake County,FL,Florida,34731 / 34748,6018,39625
15332,15333,District Heights,Prince George's County,MD,Maryland,20747,6017,65732
30919,30920,Geneva,Ashtabula County,OH,Ohio,44041,6016,41698
11229,11230,Prairie,Henry County,IN,Indiana,47302 / 47360 / 47361 / 47362 / 47367 / 47386,6015,57013
17479,17480,Milan,Monroe County / Washtenaw County,MI,Michigan,48160,6014,65726
17839,17840,Salem,Washtenaw County,MI,Michigan,48105 / 48167 / 48168 / 48170 / 48175 / 48178,6012,80434
15053,15054,Sharon ,Norfolk County,MA,Massachusetts,02067,6010,127580
28097,28098,Amsterdam ,Montgomery County,NY,New York,12010 / 12068 / 12070 / 12086 / 12177,6010,56830
27974,27975,Indian Hills,Douglas County,NV,Nevada,89423 / 89702 / 89705,6007,61231
39932,39933,Gun Barrel City,Henderson County,TX,Texas,75124 / 75156,6006,36939
26709,26710,Andover ,Sussex County,NJ,New Jersey,07821 / 07848 / 07860,6006,103598
3003,3004,Pleasure Point,Santa Cruz County,CA,California,95062,6004,54621
27207,27208,Old Tappan,Bergen County,NJ,New Jersey,07675,6002,116285
27268,27269,Ramblewood,Burlington County,NJ,New Jersey,08054,5999,93193
35041,35042,Hellam,York County,PA,Pennsylvania,17347 / 17368 / 17402 / 17406,5997,55692
31043,31044,Hardy,Holmes County,OH,Ohio,44633 / 44654,5993,38625
36447,36448,Somerset,Somerset County,PA,Pennsylvania,15501 / 15510,5991,35875
813,814,Robertsdale,Baldwin County,AL,Alabama,36567 / 36576,5990,47364
27593,27594,Eldorado at Santa Fe,Santa Fe County,NM,New Mexico,87508 / 87540,5990,70881
5100,5101,Tequesta,Palm Beach County,FL,Florida,33469,5990,54794
39352,39353,Alpine,Brewster County,TX,Texas,79830 / 79831 / 79832,5988,35941
812,813,Roanoke,Randolph County,AL,Alabama,36274,5984,34956
14757,14758,Dover,Norfolk County,MA,Massachusetts,02030,5983,185542
8561,8562,Lakemoor,Lake County / McHenry County,IL,Illinois,60041 / 60051 / 60073,5982,78186
4659,4660,Indiantown,Martin County,FL,Florida,34956,5981,36098
755,756,Orange Beach,Baldwin County,AL,Alabama,36530 / 36542 / 36561,5981,57535
17579,17580,Northville,Oakland County / Wayne County,MI,Michigan,48167 / 48168,5979,95478
6556,6557,Maquoketa,Clinton County / Jackson County,IA,Iowa,52060,5979,39269
36589,36590,St. Thomas,Franklin County,PA,Pennsylvania,17202 / 17224 / 17225 / 17252 / 17265 / 17270,5978,49882
27910,27911,White Rock,Los Alamos County,NM,New Mexico,87544,5977,107688
26901,26902,Fair Haven,Monmouth County,NJ,New Jersey,07704,5976,157344
34313,34314,Clearfield,Clearfield County,PA,Pennsylvania,16830,5976,37070
13859,13860,Hebron,Boone County,KY,Kentucky,41005 / 41048,5976,72389
4339,4340,Bay Harbor Islands,Miami-Dade County,FL,Florida,33154,5975,59444
36640,36641,Taylor,Lackawanna County,PA,Pennsylvania,18504 / 18517 / 18518,5975,41726
26863,26864,Eastampton,Burlington County,NJ,New Jersey,08060,5974,70814
37579,37580,Welcome,Greenville County,SC,South Carolina,29611,5972,32390
36004,36005,Penn Estates,Monroe County,PA,Pennsylvania,18301,5972,59609
5993,5994,West Loch Estate,Honolulu County,HI,Hawaii,96706,5971,97578
16255,16256,Winthrop,Kennebec County,ME,Maine,04259 / 04343 / 04355 / 04364,5970,63299
27078,27079,Logan,Gloucester County,NJ,New Jersey,08014 / 08085,5968,87200
14906,14907,Medfield ,Norfolk County,MA,Massachusetts,02052,5964,106700
